Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Peru,PER,0.0737618958590963,1.35462332872182,1.73893024874345,1.74423778057098,1.75371789932251,1.73128080368042,1.70620810985565,1.73354005813599,1.69146364933462,1.73971850059984,1.78990272678921,1.83592285276037
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Philippines,PHL,7.48709549678564,13.7976794469821,19.2036678961722,19.6985569000244,19.9645137786865,19.7382965087891,19.4414348602295,19.37526512146,19.0815308222484,19.2473611347953,19.3265525181874,19.069580238078
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Poland,POL,0.265905,1.832541,1.732843,1.742879,1.748426,1.698557,1.698184,1.752789,1.800275,1.920474,1.949414,1.969559
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Portugal,PRT,0.475965,0.66089,0.571416,0.575688,0.571227,0.550687,0.542815,0.540472,0.51669,0.513201,0.515993,0.534218
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Puerto Rico (US),PRI,0.645231035638531,0.70590747385392,0.929672822662417,0.951732039451599,0.910205298541424,0.8788661493183,0.852639704445258,0.804228127002716,0.780084451123549,0.777191744434403,0.781857550769963,0.778230137047568
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Qatar,QAT,1.06407848905568,1.09765701899215,2.47916833543127,2.31826210021973,2.35007429122925,2.26322555541992,2.2900722026825,2.23547983169556,2.62710050034016,2.26245627126926,2.17416225674553,2.0482980288714
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Romania,ROU,0.000700262302393448,0.615969559988212,1.59691804691257,1.6135767602237,1.66558332443703,1.63679165508918,1.61464270254127,1.65245949033591,1.73151521944736,1.81497330738497,1.88147960473981,1.97967891250975
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Russian Federation,RUS,0.000542316525185481,7.301404,24.192337,24.124181,24.542904,23.9342746734619,23.1451683044434,23.6851463317871,26.1434063501628,26.8893044156305,29.0330725994197,29.6122633846497
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Rwanda,RWA,61.4633803858178,163.047150438526,307.714435492698,320.420104980469,312.66552734375,311.861206054688,321.472442626953,300.028503417969,324.723255278982,349.804026572691,369.127295971439,385.463038224109
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Samoa,WSM,0.799826753317975,1.47786920310807,1.76493499853919,1.73917124523031,1.71888239063033,1.71632936780333,1.71425503022287,1.62781286300372,1.55837250054266,1.6054012712345,1.69849391008788,1.75413819197732
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,San Marino,SMR,..,0.757919581318657,0.755666151216932,0.762517094612122,0.745550360497015,0.725066228661728,0.704549975062565,0.707382142543793,0.678668572532041,0.702590229204567,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sao Tome and Principe,STP,0.0924222654358237,2.30618652982471,9.63069604697786,9.92154121398926,9.68453502655029,9.16576766967773,9.12815380096436,8.59929370880127,9.29519707224492,11.0920118334835,12.7353502926814,13.8672557039219
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Saudi Arabia,SAU,0.895829002963529,0.903091102661259,1.67218384513799,1.68927085399628,1.85423243045807,1.86156821250916,1.92073905467987,1.9094260931015,2.00694883078576,1.89306122462233,1.85204533468297,1.75530234452142
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Senegal,SEN,172.260192307147,218.217510244032,242.008808995479,243.583801269531,238.688049316406,229.867340087891,224.08723449707,212.330551147461,216.76006791239,215.406192053338,206.831826179381,208.211053506783
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Serbia,SRB,..,9.59661967939845,40.454909866244,40.821059105488,41.0041383852135,39.6496218014814,39.7604958987547,41.1088009550821,42.8182249622952,44.7113997577007,45.0788639131956,46.7970682889855
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Seychelles,SYC,3.36251962878919,3.14758695747104,7.65869628659678,7.77740812301636,7.99357652664185,7.84994125366211,7.96504259109497,8.45630931854248,8.15003466839282,7.96877388742183,8.00344901789428,7.98797394952878
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sierra Leone,SLE,0.0265355999259939,0.378756950482977,2.01574165142237,2.30020141601563,2.54101293945313,2.81134326171875,3.0558271484375,3.24386401367188,3.84486126434162,4.792542062985,5.16518278736188,5.15883670629659
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Singapore,SGP,0.971397349514294,0.939246682368776,0.876020603895985,0.883214712142944,0.867735683917999,0.854120194911957,0.834628343582153,0.811010360717773,0.870895060644741,0.801443968215127,0.827911626910006,0.790885710223008
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sint Maarten (Dutch part),SXM,..,..,1.48917964786914,1.39649999141693,1.36262941360474,1.36500227451324,1.38735342025757,1.43830955028534,1.38760204012365,1.36516108593807,1.37865216943371,1.36183701233079
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Slovak Republic,SVK,0.222207513989353,0.516275,0.503194,0.516433,0.526001,0.510067,0.48909,0.487999,0.487459,0.496348,0.501903,0.512288
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Slovenia,SVN,0.034724,0.526399,0.577106,0.570149,0.567612,0.544192,0.532257,0.537477,0.514727,0.53794,0.550461,0.558308
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Solomon Islands,SLB,1.89042065307148,3.82388979212516,6.83672634525995,6.8895287669141,7.26445808722308,7.23517161009833,7.0445257612051,6.6970753509944,6.13516350239758,6.06696572765034,6.10196161300839,6.23162133063873
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Somalia, Fed. Rep.",SOM,651.146306820352,7912.75925698938,7239.50926928753,7390.71574467777,7866.17544330538,8741.20867123605,9178.80688742071,10268.4174304023,10347.4902478644,10428.4189246235,11033.7002178252,12115.8880855469
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,South Africa,ZAF,1.25844116913136,2.75855373011655,6.14841834119248,6.41333675384521,6.85541534423828,7.06522130966187,7.24892425537109,7.37613821029663,7.24725773798903,7.31868804459223,7.4211352928491,7.42029658394341
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,South Sudan,SSD,..,..,13.5848408561064,37.1907577514648,..,..,..,126.743049621582,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Spain,ESP,0.617949,0.739619,0.642644,0.630839,0.631798,0.604131,0.606275,0.58847,0.55926,0.556506,0.562107,0.570991
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sri Lanka,LKA,9.9564797929583,19.0851973333627,46.1923261027497,49.2740936279297,49.967601776123,51.7085876464844,55.1600952148438,55.5265464782715,76.4444863013164,86.1123421783246,87.4611408490596,88.2137716979226
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,St. Kitts and Nevis,KNA,1.48641500427334,1.63813671209555,2.04667573482668,2.05065178871155,2.00792121887207,1.96132147312164,1.86340057849884,1.84317195415497,1.78031609721974,1.79247081385822,1.85383769695909,1.85174655680503
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,St. Lucia,LCA,1.601670198154,1.70445271677217,1.87649162213908,1.89693486690521,1.80317461490631,1.70198357105255,1.52291166782379,1.47842586040497,1.4339047001878,1.40035911208423,1.39179859388796,1.38850270829587
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,St. Vincent and the Grenadines,VCT,1.39717267246583,1.49181396245697,1.53212034819621,1.58873176574707,1.54909288883209,1.53848028182983,1.47022485733032,1.44013321399689,1.45142003163913,1.4404160101693,1.45769848948905,1.48761704067186
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sudan,SDN,0.00385379383531928,0.355855775880241,3.46689202545808,4.77295541763306,7.0852689743042,10.9736919403076,25.9514312744141,85.7226867675781,173.565437502227,217.064587890129,728.418821912166,1175.58773572252
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Suriname,SUR,0.00205401675368553,0.452321775350447,2.42866500604888,2.57841467857361,2.7858772277832,2.64944648742676,3.73132395744324,5.3682279586792,7.48874526748221,9.61185797595566,10.5805259163027,11.6290001939516
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Sweden,SWE,8.882127,9.161129,8.822586,8.852247,8.865881,8.584015,8.435616,8.363733,8.338151,8.516641,8.490485,8.548493
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Switzerland,CHE,1.932927,1.78866,1.201964,1.187726,1.178866,1.133809,1.104751,1.056712,0.986913,0.999013,0.972889,0.930746
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Syrian Arab Republic,SYR,..,..,..,132.995910644531,141.603332519531,163.027435302734,237.009140014648,417.322418212891,807.95702765744,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tajikistan,TJK,5.22819753166721E-06,0.27437874516766,2.12092749841489,2.35055923461914,2.48761677742004,2.39919829368591,2.35681772232056,2.5442578792572,2.57156851987868,2.57264357607453,2.71696406896418,2.76890578758637
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tanzania,TZA,51.3508355268307,276.298694287971,852.166699351825,889.44873046875,849.043212890625,815.964294433594,779.039184570313,762.958374023438,731.974282877359,725.254517758729,732.984960136712,749.533488393139
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Thailand,THA,8.9631306812425,11.0388521103141,12.3508534176816,12.3857574462891,12.1526117324829,11.8285846710205,11.4072952270508,11.1481275558472,10.8908662974783,10.633894352836,10.466022403802,10.0922556843405
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Timor-Leste,TLS,0.246061698992132,0.332030494867124,0.393877192203333,0.365617901086807,0.34242276590442,0.342878394462742,0.265956834851583,0.393393218517303,0.409022349503433,0.312300787818626,0.300724727908055,0.278816251223677
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Togo,TGO,141.039751218,221.418367223485,236.861637104047,231.840179443359,228.706680297852,218.590423583984,208.467544555664,202.174468994141,202.191382356231,200.773930626041,201.237092771315,197.415755247599
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tonga,TON,0.617967875512608,0.852949875706225,1.49380804148896,1.54934634233092,1.60436189913838,1.68071967022683,1.65817470073141,1.6181267936974,1.64965250567737,1.70893132936348,1.80513568511512,1.80792099963135
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Trinidad and Tobago,TTO,2.50098334966485,2.78961380315745,4.12188799550597,4.18089962005615,4.14924287796021,3.96576571464539,3.85990810394287,3.92725038528442,4.25041712792003,3.56652407152063,3.47576710505924,3.44833404244324
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tunisia,TUN,0.397928640195286,0.506171131024199,0.751815691885531,0.775635421276093,0.810976982116699,0.828764498233795,0.837391257286072,0.87733256816864,0.845008249684883,0.873376130086666,0.894842382226534,0.916013551631524
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Turkiye,TUR,0.001186,0.281594,1.241052,1.38398,1.63261,1.837125,2.111056,2.751633,4.517801,7.350289,11.554529,16.203626
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Turkmenistan,TKM,2.52048910030162E-07,0.456981338137997,1.54066564780999,1.53630566596985,1.49199550558646,1.50332972021,1.52900388443585,1.50170361995697,1.55425207232766,1.46333407197075,1.52535772094248,1.57315223779675
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Turks and Caicos Islands,TCA,..,..,1.05349065622913,0.997238159179688,1.01522052288055,1.01947629451752,1.05944132804871,1.09070706367493,1.03522987741756,1.00295056929768,0.986773622391009,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Tuvalu,TUV,0.829170819959403,1.04888726878405,1.26833758703806,1.2831450828569,1.34589673612802,1.39806312151275,1.40414647480034,1.44888778782138,1.44470924784883,1.3114225093946,1.40055610872817,1.38717699395366
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Uganda,UGA,190.246788462921,561.509668733293,1196.83942738034,1251.63403320313,1253.7099609375,1258.25891113281,1240.85021972656,1203.16076660156,1178.55876276605,1213.19719403414,1242.4954445437,1271.51526728309
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Ukraine,UKR,4.22657571822401E-06,0.84058075268753,5.07623564154548,6.00422334671021,6.62753629684448,6.58044958114624,6.43497943878174,7.302161693573,9.19755584128526,10.6321099289501,11.6164030391157,12.9353983614283
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,United Arab Emirates,ARE,1.10849878124121,1.18064363755522,2.24174884422555,2.28525042533875,2.23515868186951,2.1137228012085,2.08898448944092,2.36256718635559,2.48355696366093,2.34654954239314,2.32695589646038,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,United Kingdom,GBR,0.651578,0.704372,0.688603,0.684601,0.687714,0.669665,0.653446,0.668934,0.633175,0.660709,0.664153,0.677133
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Uruguay,URY,0.560218922320337,7.73593267221533,22.4626168573176,23.3047561645508,24.2535629272461,25.0450210571289,25.7344722747803,26.462287902832,26.1847298049584,26.2739181311142,26.710334219867,27.108346862201
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Uzbekistan,UZB,0.000635317301371146,53.0631685676367,1179.95670461133,1432.90717805091,1799.89237531589,2111.31955499463,2353.38338692144,2591.1123046875,2758.77238159432,3030.49254994173,3373.14097211991,3670.12629350113
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Vanuatu,VUT,77.3347476580627,91.1073073160025,104.80534153476,107.898165722173,108.906852420275,110.875523852585,111.850300053615,110.380247621036,108.312820426159,105.11943277697,108.035176038305,107.389043283146
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Venezuela, RB",VEN,1.20788542503448E-13,2.80434515253771E-12,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Viet Nam,VNM,672.277046872643,2780.34949727378,7163.83114802902,7211.599609375,7275.826171875,7191.1884765625,7064.95361328125,7120.01123046875,6942.55221614355,6839.77114227882,6954.97823040608,6990.87070514029
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Virgin Islands (U.S.),VIR,..,..,1.05540339697243,1.0434159040451,0.997733711650467,0.965312692933229,0.953011997636306,0.907823741436005,0.890243717259396,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,West Bank and Gaza,PSE,..,0.55625140728152,0.58190009696282,0.592855823160836,0.573107484443397,0.561863300477572,0.542883355404701,0.649577372979557,0.616648393924754,0.583864805636319,0.634768249928382,0.63425809329856
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,"Yemen, Rep.",YEM,6.11409017600969,30.2674370945195,..,..,..,..,..,..,..,..,..,..
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Zambia,ZMB,0.00956647595873103,0.654444802807636,3.8559028791987,4.16286420822144,4.44762897491455,4.82785272598267,5.52910757064819,6.44128704071045,6.38282402708496,6.59175278849996,7.35899076614158,7.56139268212565
"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,Zimbabwe,ZWE,0.000297900531491558,0.000155484180976986,0.000201289636460245,0.000245684828877449,0.00070908348941803,0.00203930929380655,0.012645161247611,0.0243634228799343,0.0851728842033327,0.713312954994536,8.33515444469415,14.8477864567247
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 07/13/2026,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Reference period,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,License URL
PA.NUS.PPP,CC BY-4.0,"PPP conversion factor, GDP (LCU per international $)","The purchasing power parity (PPP) conversion factor is a currency conversion factor and a spatial price deflator. PPPs convert different currencies to a common currency and, in the process of conversion, equalize their purchasing power by eliminating the differences in price levels between countries, thereby allowing volume or output comparisons of gross domestic product (GDP) and its expenditure components. This conversion factor is for the level of GDP and the base currency is the US dollar.","International Comparison Program (ICP), World Bank (WB), uri: https://www.worldbank.org/en/programs/icp/data, publisher: International Comparison Program, type: International statistical program, date accessed: May 30, 2024, date published: May 30, 2024;
The Eurostat PPP Programme, Eurostat (ESTAT), uri: https://ec.europa.eu/eurostat/databrowser/explore/all/all_themes, publisher: Eurostat, type: International statistical program;
The OECD PPP Programme, Organisation for Economic Co-operation and Development (OECD), uri: https://data-https://data-explorer.oecd.org/, publisher: OECD",Economic Policy & Debt: Purchasing power parity,WB_WDI,Local currency unit per international dollar,Annual,1990-2025,No aggregation provided for this indicator.,"Methodology: The International Comparison Program (ICP) estimates PPPs for the world’s countries. The ICP is conducted as a global partnership of countries, multilateral agencies, and academia. The recent 2021 ICP comparison covered 176 countries, including 49 Eurostat-OECD countries. For countries that have not participated in ICP comparisons, the PPP are imputed based on a regression model.

ICP estimated PPPs cover years from 2011 to 2021. WDI extrapolates 2011 PPPs for years earlier years, and 2021 PPPs for later years. Description of WDI extrapolation approach is available here: https://datahelpdesk.worldbank.org/knowledgebase/articles/665452-how-do-you-extrapolate-the-ppp-conversion-factors

For the member countries of Eurostat-OECD PPP Programme, PPP conversion factors are periodically updated based on the organizations’ databases. For Eurostat-OECD PPP Programme, please refer to the following websites.
(http://www.oecd.org/sdd/prices-ppp/)
(https://ec.europa.eu/eurostat/web/purchasing-power-parities/overview)

For more information on the ICP and PPPs, please refer to the ICP website at https://www.worldbank.org/en/programs/icp.
Statistical concept(s): PPPs are primarily used to convert the national accounts data of economies, such as GDP and its expenditure components, into a common currency.  In the process of conversion, they control for differences in the price levels of economies, and thus equalize purchasing power. PPP-based comparisons of economic output differ from market exchange rate-based comparisons as the latter do not distinguish between the relative price levels of different items in economies. Overall price levels are normally higher in higher-income economies than they are in lower-income economies (Balassa-Samuelson effect), mostly because of the large differences in price levels for non-traded products. If no account is taken of the larger price level differences for non-traded products when converting GDP to a common currency, the size of higher-income economies with high price levels will be overstated and the size of lower-income economies with low price levels will be understated. No distinction is made between traded products and non-traded products when market exchange rates are used to convert GDP to a common currency: the rate is the same for all products. PPP-converted GDP does not have this bias because PPPs account for the different price levels of traded products and non-traded products. Thus, PPPs are more appropriate for comparing the output of economies and the average material well-being of their inhabitants and are also less impacted by the potential volatility of market exchange rates. 

PPPs are calculated by the International Comparison Program (ICP) based on the prices of goods and services within an economy and national accounts expenditures. See https://www.worldbank.org/en/programs/icp/methodology.","PPPs are used to convert national accounts data from different countries, such as GDP and its expenditure components, into a common currency, while also eliminating the effect of price level differences between countries. PPPs are also used to derive price level indexes (PLIs), the ratio of a country’s PPP to its market exchange rate, to directly compare price levels across countries.
PPPs, PLIs, and the PPP-based expenditures to which they give rise are primarily used to make spatial comparisons of volume and per capita consumption or levels of GDP and its expenditure components across countries.  PPP-based indicators are used for national, regional, and global policy making and analysis across the socioeconomic spectrum from poverty and inequality, to health and education, to energy and climate, through to economic growth, labor, productivity, trade, competitiveness, and infrastructure. A number of Sustainable Development Goals use PPP-based indicators to measure development progress. 
- Recommended uses of PPPs include: to make spatial comparisons of GDP and its expenditure components; to make spatial comparisons of price levels; and to group countries by their per capita volume indexes and price level indexes.
- Recommended uses of PPPs with limitations include: to analyze changes over time in relative GDP per capita and relative prices; to analyze price convergence; to make spatial comparisons of the cost of living; and to use PPPs calculated for GDP and its expenditure components as deflators for other values.","Global PPP estimates provided by ICP are produced by the ICP Global Office and regional implementing agencies, based on data supplied by the national implementing agencies in the participating economies, and in accordance with the methodology recommended by the ICP Technical Advisory Group and approved by the ICP Governing Board. As such, these results are not produced by participating economies as part of their national official statistics.

PPPs are not recommended to be used as: a precise measure to establish strict rankings of countries; a means of constructing national growth rates; a measure to generate output and productivity comparisons by industry; an indicator of the undervaluation or overvaluation of currencies; and as an equilibrium exchange rate.",https://datacatalog.worldbank.org/int/public-licenses#cc-by
